url,content,Report,Device,Delivery,Progress,becoming_member,attempt_action,Activity,Other
https://plus.google.com/u/0/+SkipMeetze/posts/84Bau3ifZrY,"+Christopher Hills,    I liked +Bob Roth 's notion of opening up the thumb opening with a dramel tool, but decided to try and save the forefinger on the Raptor hand by stretching the length without changing the height or width.  Then I increased the thumb opening from about 27mm to about 46mm.  This was done in Tinkercad  using the 100% Raptor Left Palm No Thumb 2.2.  

I'm thinking you can try scaling it in your slicer (all 3 axis) proportional to my 70mm width across the knuckles but  keeping the width the same as your experimental print.

I also included a palm cushion based on the Raptor Adaptor.

This post is the same as my comment to +Christopher Hills   You can download my stl from YouMagine https://www.youmagine.com/designs/raptor-hand-with-enlarged-thumb-opening.  +Filipe Wiltgen, you may want to try this too.  
Raptor Hand with enlarged thumb opening
youmagine.com",0,1,0,1,0,0,0,0
https://plus.google.com/u/0/+CameronONeill/posts/CPFxwd5dMQx,"So I'm just getting acquainted with a lot of the designs here, and was wondering: has anybody used some conductive filament/conductive rubber with a connection to the body (just a small conductive pad touching the skin where the prosthetic meets the arm) to allow people to use capacitive touch screens?",0,1,0,0,0,0,0,0
https://plus.google.com/u/0/+SteveGyrobotWood/posts/aqDHidEg6it,"I will let the article speak for itself.

+Jeff Erenstone +Jon Schull 
The Reality of 3D Printed Robo-Hands
thedailybeast.com",1,0,0,0,0,0,0,0
https://plus.google.com/u/0/102580194639535590270/posts/Y8xRgLjAsxt,Raptor Exploded,0,1,0,0,0,0,0,0
https://plus.google.com/u/0/113585879632095645206/posts/GeMfSDMYNmB,"I'm new to the group but very interested in the project and cause, after seeing some issues with failed prints that some have had I began to wonder if anyone has thought about fund raising to cover the costs of having actual injection molds made. The initial costs can be high but then the price per part becomes very low and they would be a bit stronger and cleaner. Just a thought I wanted to toss out there, if it has already been covered feel free to ignore :)",0,0,0,0,1,0,0,0
https://plus.google.com/u/0/112583820269912763442/posts/ZDWt6WKpMr2,"The Bob Roth/Jeff Leida baseball glove is here! And Luke absolutely loves it! It fits perfectly and he says it is really comfortable. We will take more pics and video in the coming days as he gets more used to it. If you have any questions, feel free to ask. 
9/30/14
3 Photos - View album",0,1,1,0,0,0,0,0
https://plus.google.com/u/0/110736851786370579318/posts/4oxRSq7G6yn,"The Skip Meetze Opposable Thumb Video:

The suspense is killing me. Who has video of the +Skip Meetze opposable thumb making it's debut at the John Hopkins event?",0,1,0,0,0,0,0,0
https://plus.google.com/u/0/+3DPrintSolutions/posts/77yg5SMQXT6,"Hi Makers, I am looking for the Thumb-less Hand files to make a hand for Carly,  Picture Attached",0,1,0,0,0,0,0,0
https://plus.google.com/u/0/+SkipMeetze/posts/L6UPWpC8Vvc,"The Flexy-Hand Terminal Device is still very much experimental and not ready for use by e-NABLE volunteers.  It is a culmination of recent collaboration between the RIT e-NABLE Lab and +Jeff Erenstone  to develop a modular system of 3D printed components for upper limb prosthesis that can be adapted for use by both prosthetists and volunteers in the e-NABLE community.  Special thanks to +Jeremy Simon  and +Steve Wood  for helping the design to come together in the past few weeks.
Flexy-Hand Terminal Device
youmagine.com",0,1,0,0,0,0,0,0
https://plus.google.com/u/0/116640534677599455347/posts/J2yRyebq6x6,"Hi all,

Here's a video clip of Grace's arm and her left hand.
Her left hand has four shortened fingers, her thumb is fully grown.

Grace currently wears a myoelectric prosthesis.

We would like to be considered for a roboarm if possible.

Thanks",1,1,0,0,0,0,0,0
https://plus.google.com/u/0/102176038596341872693/posts/NnJkPYCR7xv,"Any 3D designer that can give me a hand?

I'm creating some collateral materials to be used at the NYC maker fair. I need something that will help stand up some boards. The sizes are 11x17 and 17x11 see the attached image (letters A & D). 

 Also, maybe a ""Please take one""  3d letters to place next to some flyers. Thanks a lot!",0,1,0,1,0,0,0,0
https://plus.google.com/u/0/115274528203796836565/posts/5gKJFQVs92g,"Hi all , newbie here. want to build my first 3d printer. any advice? 
Is  there anyway i can help without 3D printer?
-thanks",0,0,0,0,1,0,0,0
https://plus.google.com/u/0/112822924151493677261/posts/XAxBBwD7qFv,"Is there anyone who can point me in the direction of the ""Raptor Wing"" files.  ",0,0,0,0,0,1,0,0
https://plus.google.com/u/0/115896611583601144060/posts/9Y1fzDcPWwc,"Hi, I'm Andre and I run a small print shop in Toronto called Draft Print 3D. I have 4 Makerbot Replicator 2s and a lot of filament. I'm happy to print e-NABLE prosthetics for anyone in need of one.",0,0,0,0,1,0,0,0
https://plus.google.com/u/0/102826677224562185441/posts/PLL1p6FGt2s,"I wonder where we can get Ocean Plastic recycled as filament for 3D printers?
adidas and Parley for the Oceans Stop the Industry's Waiting Game
news.adidas.com",0,0,0,0,0,0,0,1
https://plus.google.com/u/0/101729786320838184194/posts/dD4KxJx7GcC,"Hi, we are still trying to get used to google+ :))), not so familiar with it :)))
Ok this is now a test...
Originally shared by Team Futurefabbers
Hi e-NABLErs! Hello from Team Futurefabbers in Frankfurt, Germany. We are thrilled to be part of the community! ",0,0,0,0,1,0,0,0
https://plus.google.com/u/0/107380311799803551013/posts/5xbh2QHVwAz,My school is very excited about delivering the completed cyborg beast hand in a couple of weeks. I am sure that they will try to get some sort of press when we deliver the hand. Is there a press kit or anything that has been created to have on hand?,0,1,1,0,0,0,0,0
https://plus.google.com/u/0/117047249287993077162/posts/AityXACceek,"To quote the sage and philosopher Charles Brown:  ""AUUUUGH!!!""

Got my new R1, brought it out of the box... and there's a broken cable.",0,1,0,1,0,0,0,0
https://plus.google.com/u/0/106035307323351470182/posts/g5QKduHncbB,"Here is a design I had to make 2 years ago for a P&O assignment. Clearly it's not a good design, but I was only in my second year. Assignment was simple:""create a prosthetic hand that can pick up a can and pour into a glass."" We 3d printed the hand in one piece, so the hinges are printed in and you can not take the fingers apart, so no hard assembling there. The black rubbers are for more grip. We also used a string pull mechanism, but we had a servo motor for each finger so you could move them separately (one elastic broke, so that's why the finger don't open as it should). There was a pressure sensor on the thumb so we could measure when there was enough force, to pick up the can. We used a roller bearing for the wrist and the pulling strings went through the center of the bearing. We had to keep our design under €250. As student we had limited time and not that much research resources. I'm new to the community from today, but I certainly like to help in the future with designs and stuff. I'm still studying and have to do my thesis next year, maybe I'll do my thesis about cheap hand prothesis. 
P.S. don't mind the english, my native language is Dutch.",0,1,0,1,0,0,0,0
https://plus.google.com/u/0/100772169462302280567/posts/btGRw9jdY22,"Hello e-NABLE community,

For those of you who have not seen any of my posts yet, I am conducting research in the e-NABLE laboratory at the Rochester Institute of technology (RIT) with a thesis that involves 3D printed sports prosthetic devices. As part of my research, I could use your help! I am looking to get your opinion as to what sports young kids enjoy the most, but have a difficult time playing because of an upper limb disability. The sport that gauges the most interest, will be the one that I will focus on next. Please take a second and participate in my poll; I would greatly appreciate it. Thank you!  

P.S. Feel free to suggest a sport, too!
11 votes
Baseball
Basketball
Football",0,1,0,0,0,1,0,0
https://plus.google.com/u/0/110337357858766708212/posts/jeaPcWtRekk,"Here is a sample palm print from my metal simple (printrbot).  The quality seems pretty good.  How do I see if its good enough to start printing for people in need of hands?
Marymount University ENable
2 Photos - View album",0,1,0,1,0,0,0,0
https://plus.google.com/u/0/106587607178804642254/posts/dwmk7FdGv1A,"Doubling Grip Strength Project:

I was searching the internet for alternative examples of prosthetic hands and I came across a really neat one. It was a commercially available hand that had appeared to have a really interesting feature. The full open position of our hands occur when the wrist is straight, or parallel with the forearm, and closes when the wrist is bent to -90 degrees. This hand achieved full open when the wrist was +90 degrees to the forearm, and fully closed when the wrist is straight. The opposite of our hands.

This may sound like a minor change, but I think it's significant. The gripping force that we're able to achieve is a function of the force created by wrist flexion in conjunction with the moment arm of the movement. I'm not a physicist, so please correct my terrible misuse of terms when I miss the mark. In layman's terms, if I apply a fixed force to a wrench and turn it 90 degrees to make a bolt turn 1"", then I can double the force if I use gearing and make a 180 degree turn to make the bolt turn the same 1"".

The way it would apply to the fingers, is that rather than using a 90 degree movement of the wrist to go from full open to full close, you use the full 180 degree movement of the wrist to go from fully open to fully close. In short, the fingers would be straight when wrist was bent +90 degrees and fully closed when it was at -90 degrees.

I think this principle could be used to double the gripping strength of a hand.

What's even more exciting is that when you're carrying something heavy like a briefcase handle in your hand, the weight of the object, and the vertical force vector forces you're wrist to be straight. Since having your wrist straight in this hand closes the fingers to the 50% closed grip position, the actual weight of the object is the force that closes the grip! The same principles apply to pulling on an object like a refrigerator door. That's pretty cool.

This puts the grip strength back into the upper arms and shoulders which can develop significantly more power than the wrist. In this case you could more than double the gripping strength. Watch the video at 1 min and 40 secs to see what I mean.

That's the theory, and I think it could work, but I'm not a biomechanical engineer by a long shot. What do you guys think?
Partial Hand Solutions M-Fingers Finger Prosthetics",1,1,0,0,0,0,0,0
